-3.955078125000000000e+01,-3.857421875000000000e+01,-4.541015625000000000e+01,-1.806640625000000000e+01
-2.050781250000000000e+01,-6.201171875000000000e+01,-1.269531250000000000e+01,-4.785156250000000000e+01
-2.099609375000000000e+01,-5.761718750000000000e+01,-2.490234375000000000e+01,-3.759765625000000000e+01
-4.003906250000000000e+01,-5.224609375000000000e+01,-4.248046875000000000e+01,-8.300781250000000000e+00
-4.589843750000000000e+01,-3.320312500000000000e+01,-4.931640625000000000e+01,-5.859375000000000000e+00
-3.076171875000000000e+01,-1.757812500000000000e+01,-6.054687500000000000e+01,-3.466796875000000000e+01
1.171875000000000000e+01,-5.859375000000000000e+00,-9.033203125000000000e+01,-2.929687500000000000e+01
-6.835937500000000000e+00,-2.441406250000000000e+00,-4.833984375000000000e+01,4.882812500000000000e+00
-5.126953125000000000e+01,-5.371093750000000000e+00,2.587890625000000000e+01,-5.371093750000000000e+00
-5.029296875000000000e+01,-3.173828125000000000e+01,1.269531250000000000e+01,-2.294921875000000000e+01
-2.783203125000000000e+01,-4.003906250000000000e+01,-3.076171875000000000e+01,-4.345703125000000000e+01
-2.441406250000000000e+01,-1.513671875000000000e+01,-2.587890625000000000e+01,-6.396484375000000000e+01
-3.515625000000000000e+01,-2.441406250000000000e+00,-2.294921875000000000e+01,-5.761718750000000000e+01
-3.222656250000000000e+01,3.906250000000000000e+00,-5.126953125000000000e+01,-3.369140625000000000e+01
-1.513671875000000000e+01,-2.441406250000000000e+00,-4.687500000000000000e+01,-2.880859375000000000e+01
-1.318359375000000000e+01,1.123046875000000000e+01,-2.050781250000000000e+01,-2.490234375000000000e+01
-3.759765625000000000e+01,1.416015625000000000e+01,-5.419921875000000000e+01,-2.832031250000000000e+01
-5.322265625000000000e+01,-7.812500000000000000e+00,-8.056640625000000000e+01,-4.638671875000000000e+01
-2.294921875000000000e+01,0.000000000000000000e+00,-4.589843750000000000e+01,-4.003906250000000000e+01
-3.222656250000000000e+01,-1.123046875000000000e+01,-4.052734375000000000e+01,-3.076171875000000000e+01
-7.080078125000000000e+01,-5.810546875000000000e+01,-3.173828125000000000e+01,-3.369140625000000000e+01
-7.958984375000000000e+01,-7.958984375000000000e+01,-2.148437500000000000e+01,-2.636718750000000000e+01
-5.371093750000000000e+01,-7.714843750000000000e+01,-4.296875000000000000e+01,-3.759765625000000000e+01
-2.539062500000000000e+01,-7.226562500000000000e+01,-3.564453125000000000e+01,-3.271484375000000000e+01
-3.564453125000000000e+01,-6.591796875000000000e+01,-2.685546875000000000e+01,-1.806640625000000000e+01
-6.103515625000000000e+01,-5.566406250000000000e+01,-3.320312500000000000e+01,-4.003906250000000000e+01
-4.833984375000000000e+01,-3.173828125000000000e+01,-3.173828125000000000e+01,-3.808593750000000000e+01
-1.269531250000000000e+01,-3.027343750000000000e+01,-4.101562500000000000e+01,-2.294921875000000000e+01
-2.539062500000000000e+01,-2.880859375000000000e+01,-3.320312500000000000e+01,-6.347656250000000000e+00
-5.810546875000000000e+01,-2.441406250000000000e+00,-4.394531250000000000e+01,-1.464843750000000000e+01
-5.126953125000000000e+01,1.171875000000000000e+01,-5.468750000000000000e+01,-4.345703125000000000e+01
-1.220703125000000000e+01,1.367187500000000000e+01,-5.126953125000000000e+01,-4.589843750000000000e+01
-2.148437500000000000e+01,1.074218750000000000e+01,-5.957031250000000000e+01,-6.103515625000000000e+01
-5.712890625000000000e+01,6.347656250000000000e+00,-6.298828125000000000e+01,-6.738281250000000000e+01
-7.324218750000000000e+01,5.859375000000000000e+00,-4.833984375000000000e+01,-5.712890625000000000e+01
-4.882812500000000000e+01,5.859375000000000000e+00,-6.103515625000000000e+01,-5.175781250000000000e+01
-2.685546875000000000e+01,4.394531250000000000e+00,-7.275390625000000000e+01,-3.710937500000000000e+01
-2.783203125000000000e+01,1.220703125000000000e+01,-4.785156250000000000e+01,-2.587890625000000000e+01
-4.248046875000000000e+01,6.347656250000000000e+00,-5.273437500000000000e+01,-1.611328125000000000e+01
-2.978515625000000000e+01,-4.882812500000000000e+00,-2.001953125000000000e+01,-2.734375000000000000e+01
8.789062500000000000e+00,3.906250000000000000e+00,-3.417968750000000000e+00,-3.515625000000000000e+01
-9.765625000000000000e-01,8.300781250000000000e+00,-4.785156250000000000e+01,-1.416015625000000000e+01
-4.785156250000000000e+01,-8.300781250000000000e+00,-5.712890625000000000e+01,-2.343750000000000000e+01
-6.054687500000000000e+01,-1.416015625000000000e+01,-3.466796875000000000e+01,-4.052734375000000000e+01
-4.101562500000000000e+01,-7.324218750000000000e+00,-3.320312500000000000e+01,-4.541015625000000000e+01
-4.199218750000000000e+01,-1.953125000000000000e+00,-4.785156250000000000e+01,-1.708984375000000000e+01
-4.101562500000000000e+01,9.765625000000000000e+00,-4.785156250000000000e+01,5.371093750000000000e+00
-5.078125000000000000e+01,-2.929687500000000000e+00,-3.125000000000000000e+01,-4.296875000000000000e+01
-4.296875000000000000e+01,-1.464843750000000000e+01,-1.562500000000000000e+01,-3.857421875000000000e+01
-2.294921875000000000e+01,-1.318359375000000000e+01,-5.664062500000000000e+01,-1.318359375000000000e+01
-2.734375000000000000e+01,-4.394531250000000000e+00,-7.519531250000000000e+01,-3.906250000000000000e+01
-3.271484375000000000e+01,-9.765625000000000000e-01,-5.761718750000000000e+01,-4.541015625000000000e+01
-3.027343750000000000e+01,-2.001953125000000000e+01,-6.542968750000000000e+01,-4.101562500000000000e+01
-6.835937500000000000e+00,-4.345703125000000000e+01,-1.757812500000000000e+01,-2.099609375000000000e+01
-1.953125000000000000e+01,-7.373046875000000000e+01,3.906250000000000000e+00,-2.148437500000000000e+01
-5.664062500000000000e+01,-9.814453125000000000e+01,-4.687500000000000000e+01,-5.761718750000000000e+01
-3.955078125000000000e+01,-9.375000000000000000e+01,-5.859375000000000000e+01,-6.835937500000000000e+01
-1.611328125000000000e+01,-9.570312500000000000e+01,-3.808593750000000000e+01,-6.201171875000000000e+01
-3.320312500000000000e+01,-1.108398437500000000e+02,-4.687500000000000000e+01,-4.150390625000000000e+01
-4.638671875000000000e+01,-1.025390625000000000e+02,-3.173828125000000000e+01,-2.832031250000000000e+01
-2.392578125000000000e+01,-9.472656250000000000e+01,-1.074218750000000000e+01,-2.001953125000000000e+01
9.277343750000000000e+00,-9.912109375000000000e+01,-4.833984375000000000e+01,-2.001953125000000000e+01
-1.757812500000000000e+01,-1.083984375000000000e+02,-5.761718750000000000e+01,-3.710937500000000000e+01
-4.296875000000000000e+01,-1.010742187500000000e+02,-2.539062500000000000e+01,-2.099609375000000000e+01
-2.392578125000000000e+01,-5.322265625000000000e+01,-4.345703125000000000e+01,1.953125000000000000e+00
-1.318359375000000000e+01,-2.197265625000000000e+01,-4.199218750000000000e+01,-4.345703125000000000e+01
-3.027343750000000000e+01,-2.636718750000000000e+01,-1.269531250000000000e+01,-5.615234375000000000e+01
-3.662109375000000000e+01,-4.443359375000000000e+01,-1.318359375000000000e+01,-1.171875000000000000e+01
-4.492187500000000000e+01,-6.494140625000000000e+01,-2.392578125000000000e+01,-1.806640625000000000e+01
-1.757812500000000000e+01,-6.982421875000000000e+01,-2.392578125000000000e+01,-2.783203125000000000e+01
-1.220703125000000000e+01,-8.300781250000000000e+01,-3.662109375000000000e+01,-4.003906250000000000e+01
-2.734375000000000000e+01,-8.251953125000000000e+01,-4.199218750000000000e+01,-4.345703125000000000e+01
-2.783203125000000000e+01,-7.910156250000000000e+01,-4.736328125000000000e+01,-2.001953125000000000e+01
-3.417968750000000000e+01,-9.375000000000000000e+01,-6.005859375000000000e+01,-3.320312500000000000e+01
-1.171875000000000000e+01,-9.082031250000000000e+01,-6.494140625000000000e+01,-5.273437500000000000e+01
-1.074218750000000000e+01,-7.324218750000000000e+01,-6.250000000000000000e+01,-3.857421875000000000e+01
-3.857421875000000000e+01,-7.568359375000000000e+01,-2.636718750000000000e+01,-2.294921875000000000e+01
-5.371093750000000000e+01,-9.326171875000000000e+01,0.000000000000000000e+00,-4.882812500000000000e+01
-1.562500000000000000e+01,-8.349609375000000000e+01,0.000000000000000000e+00,-4.101562500000000000e+01
3.417968750000000000e+00,-6.884765625000000000e+01,-2.001953125000000000e+01,-1.074218750000000000e+01
-2.929687500000000000e+01,-7.763671875000000000e+01,-3.417968750000000000e+01,-3.417968750000000000e+00
-5.273437500000000000e+01,-8.740234375000000000e+01,-3.662109375000000000e+01,-2.441406250000000000e+00
-4.394531250000000000e+01,-8.544921875000000000e+01,-5.273437500000000000e+01,-1.953125000000000000e+01
-3.613281250000000000e+01,-8.056640625000000000e+01,-4.687500000000000000e+01,-2.197265625000000000e+01
-4.150390625000000000e+01,-7.568359375000000000e+01,-4.931640625000000000e+01,-2.001953125000000000e+01
-4.394531250000000000e+01,-7.714843750000000000e+01,-5.371093750000000000e+01,-3.222656250000000000e+01
-4.101562500000000000e+01,-7.617187500000000000e+01,-3.955078125000000000e+01,-4.345703125000000000e+01
-2.636718750000000000e+01,-4.736328125000000000e+01,-3.955078125000000000e+01,-3.564453125000000000e+01
-1.611328125000000000e+01,-3.222656250000000000e+01,-3.955078125000000000e+01,-1.806640625000000000e+01
-3.906250000000000000e+01,-4.931640625000000000e+01,-1.855468750000000000e+01,-2.587890625000000000e+01
-5.419921875000000000e+01,-6.933593750000000000e+01,-2.001953125000000000e+01,-5.322265625000000000e+01
-1.611328125000000000e+01,-6.054687500000000000e+01,-1.855468750000000000e+01,-4.296875000000000000e+01
1.171875000000000000e+01,-4.638671875000000000e+01,-3.271484375000000000e+01,-7.324218750000000000e+00
-2.343750000000000000e+01,-6.982421875000000000e+01,-5.712890625000000000e+01,-1.464843750000000000e+01
-3.955078125000000000e+01,-7.714843750000000000e+01,-6.591796875000000000e+01,-4.394531250000000000e+01
1.464843750000000000e+00,-6.445312500000000000e+01,-6.933593750000000000e+01,-5.468750000000000000e+01
1.074218750000000000e+01,-6.640625000000000000e+01,-3.417968750000000000e+01,-3.613281250000000000e+01
-2.490234375000000000e+01,-6.787109375000000000e+01,-3.271484375000000000e+01,-3.564453125000000000e+01
-4.882812500000000000e+01,-4.638671875000000000e+01,-2.587890625000000000e+01,-5.566406250000000000e+01
-2.392578125000000000e+01,-3.125000000000000000e+01,-3.906250000000000000e+01,-5.029296875000000000e+01
-1.171875000000000000e+01,-3.125000000000000000e+01,-5.322265625000000000e+01,-1.074218750000000000e+01
-3.369140625000000000e+01,-3.320312500000000000e+01,-3.027343750000000000e+01,-4.882812500000000000e+00
-6.054687500000000000e+01,-4.736328125000000000e+01,-2.099609375000000000e+01,-2.490234375000000000e+01
-4.394531250000000000e+01,-6.054687500000000000e+01,-2.050781250000000000e+01,-2.001953125000000000e+01
-2.441406250000000000e+01,-5.517578125000000000e+01,-3.515625000000000000e+01,-1.562500000000000000e+01
-4.003906250000000000e+01,-4.980468750000000000e+01,-3.369140625000000000e+01,-2.099609375000000000e+01
-6.054687500000000000e+01,-6.103515625000000000e+01,-3.320312500000000000e+01,-4.003906250000000000e+01
-6.689453125000000000e+01,-6.884765625000000000e+01,-3.417968750000000000e+01,-5.957031250000000000e+01
-4.248046875000000000e+01,-5.126953125000000000e+01,-3.271484375000000000e+01,-6.103515625000000000e+01
-3.955078125000000000e+01,-1.171875000000000000e+01,-3.710937500000000000e+01,-4.687500000000000000e+01
-4.931640625000000000e+01,2.490234375000000000e+01,-5.664062500000000000e+01,-4.736328125000000000e+01
-3.466796875000000000e+01,6.005859375000000000e+01,-6.982421875000000000e+01,-2.978515625000000000e+01
-9.765625000000000000e+00,7.568359375000000000e+01,-5.224609375000000000e+01,-1.074218750000000000e+01
-2.197265625000000000e+01,6.152343750000000000e+01,-1.220703125000000000e+01,-1.904296875000000000e+01
-4.199218750000000000e+01,4.736328125000000000e+01,5.859375000000000000e+00,-1.708984375000000000e+01
-6.445312500000000000e+01,4.101562500000000000e+01,-2.783203125000000000e+01,-1.708984375000000000e+01
-4.296875000000000000e+01,6.396484375000000000e+01,-7.226562500000000000e+01,-2.539062500000000000e+01
-1.464843750000000000e+00,7.324218750000000000e+01,-3.369140625000000000e+01,-3.222656250000000000e+01
-2.294921875000000000e+01,4.785156250000000000e+01,-1.171875000000000000e+01,-4.150390625000000000e+01
-4.980468750000000000e+01,3.613281250000000000e+01,-3.808593750000000000e+01,-5.468750000000000000e+01
-4.345703125000000000e+01,2.050781250000000000e+01,-4.003906250000000000e+01,-5.664062500000000000e+01
-2.783203125000000000e+01,-5.371093750000000000e+00,-3.710937500000000000e+01,-2.832031250000000000e+01
-3.662109375000000000e+01,-3.271484375000000000e+01,-4.492187500000000000e+01,0.000000000000000000e+00
-5.126953125000000000e+01,-4.638671875000000000e+01,-5.126953125000000000e+01,-2.050781250000000000e+01
-3.906250000000000000e+01,-4.785156250000000000e+01,-3.857421875000000000e+01,-6.250000000000000000e+01
-7.324218750000000000e+00,-5.029296875000000000e+01,-1.904296875000000000e+01,-5.175781250000000000e+01
-1.904296875000000000e+01,-7.421875000000000000e+01,-4.248046875000000000e+01,-3.906250000000000000e+01
-3.320312500000000000e+01,-7.763671875000000000e+01,-7.470703125000000000e+01,-3.710937500000000000e+01
-4.199218750000000000e+01,-6.445312500000000000e+01,-6.347656250000000000e+01,-4.443359375000000000e+01
-2.050781250000000000e+01,-6.591796875000000000e+01,-3.027343750000000000e+01,-4.199218750000000000e+01
9.765625000000000000e-01,-6.542968750000000000e+01,-1.904296875000000000e+01,-1.123046875000000000e+01
-2.880859375000000000e+01,-6.347656250000000000e+01,-1.611328125000000000e+01,1.464843750000000000e+00
-6.103515625000000000e+01,-7.128906250000000000e+01,-2.050781250000000000e+01,-3.027343750000000000e+01
-5.273437500000000000e+01,-9.326171875000000000e+01,-2.929687500000000000e+01,-5.810546875000000000e+01
-2.636718750000000000e+01,-9.521484375000000000e+01,-3.759765625000000000e+01,-4.296875000000000000e+01
-2.685546875000000000e+01,-8.056640625000000000e+01,-4.736328125000000000e+01,-4.736328125000000000e+01
-4.443359375000000000e+01,-7.226562500000000000e+01,-4.687500000000000000e+01,-5.468750000000000000e+01
-3.369140625000000000e+01,-7.470703125000000000e+01,-8.105468750000000000e+01,-4.199218750000000000e+01
-7.812500000000000000e+00,-7.617187500000000000e+01,-6.347656250000000000e+01,-3.369140625000000000e+01
-3.564453125000000000e+01,-9.179687500000000000e+01,-1.660156250000000000e+01,-3.759765625000000000e+01
-5.224609375000000000e+01,-8.740234375000000000e+01,-1.464843750000000000e+01,-3.271484375000000000e+01
-1.318359375000000000e+01,-4.882812500000000000e+01,-2.929687500000000000e+00,-6.835937500000000000e+00
-9.277343750000000000e+00,-4.443359375000000000e+01,-1.513671875000000000e+01,-1.318359375000000000e+01
-4.394531250000000000e+01,-6.494140625000000000e+01,-6.396484375000000000e+01,-4.736328125000000000e+01
-4.003906250000000000e+01,-5.566406250000000000e+01,-8.203125000000000000e+01,-3.808593750000000000e+01
-4.052734375000000000e+01,-5.273437500000000000e+01,-5.957031250000000000e+01,-2.490234375000000000e+01
-3.515625000000000000e+01,-6.494140625000000000e+01,-2.587890625000000000e+01,-4.833984375000000000e+01
-1.611328125000000000e+01,-5.712890625000000000e+01,-3.076171875000000000e+01,-4.296875000000000000e+01
-2.832031250000000000e+01,-4.541015625000000000e+01,-4.589843750000000000e+01,-2.392578125000000000e+01
-5.419921875000000000e+01,-5.029296875000000000e+01,-3.125000000000000000e+01,-2.734375000000000000e+01
-4.345703125000000000e+01,-5.371093750000000000e+01,-3.515625000000000000e+01,-4.052734375000000000e+01
-3.710937500000000000e+01,-6.250000000000000000e+01,-4.296875000000000000e+01,-5.175781250000000000e+01
-3.417968750000000000e+01,-7.617187500000000000e+01,-2.880859375000000000e+01,-4.687500000000000000e+01
-4.785156250000000000e+01,-6.835937500000000000e+01,-2.246093750000000000e+01,-4.541015625000000000e+01
-5.029296875000000000e+01,-4.003906250000000000e+01,-3.808593750000000000e+01,-4.687500000000000000e+01
-3.027343750000000000e+01,-4.199218750000000000e+01,-6.542968750000000000e+01,-6.054687500000000000e+01
-2.050781250000000000e+01,-3.662109375000000000e+01,-4.296875000000000000e+01,-3.710937500000000000e+01
-3.125000000000000000e+01,-3.808593750000000000e+01,-1.513671875000000000e+01,-1.757812500000000000e+01
-5.712890625000000000e+01,-6.591796875000000000e+01,-2.490234375000000000e+01,-3.710937500000000000e+01
-2.978515625000000000e+01,-6.152343750000000000e+01,-4.052734375000000000e+01,-4.638671875000000000e+01
-9.765625000000000000e+00,-4.492187500000000000e+01,-4.101562500000000000e+01,-4.492187500000000000e+01
-3.662109375000000000e+01,-5.468750000000000000e+01,-4.736328125000000000e+01,-4.345703125000000000e+01
-5.615234375000000000e+01,-6.982421875000000000e+01,-6.787109375000000000e+01,-4.541015625000000000e+01
